id,date,zipcode,lat,long,bedrooms,bathrooms,sqft_living,sqft_above,sqft_basement,sqft_lot,floors,waterfront,condition,yr_built,yr_renovated,price
2524049179,20140826T000000,98040,47.5316,-122.233,3,2.75,3050,2330,720,44867,1,0,3,1968,0,2e+06
7137970340,20140703T000000,98092,47.3266,-122.169,5,2.5,2270,2270,0,6300,2,0,3,1995,0,285000
8091400200,20140516T000000,98030,47.3533,-122.166,2,1.5,1070,1070,0,9643,1,0,3,1985,0,252700
3814700200,20141120T000000,98030,47.3739,-122.172,3,2.25,2450,2450,0,6500,2,0,4,1985,0,329000
1202000200,20141103T000000,98002,47.3048,-122.218,3,2,1710,1710,0,4697,1.5,0,5,1941,0,233000
1794500383,20140626T000000,98119,47.6386,-122.36,3,1.75,2450,1750,700,2691,2,0,3,1915,0,937000
3303700376,20141201T000000,98112,47.6221,-122.314,3,1,1400,1400,0,1581,1.5,0,5,1909,0,667000
5101402488,20140624T000000,98115,47.695,-122.304,3,1.75,1520,790,730,6380,1,0,3,1948,0,438000
1873100390,20150302T000000,98052,47.7073,-122.11,4,2.5,2570,2570,0,7173,2,0,3,2005,0,719000
8562750320,20141110T000000,98027,47.5391,-122.07,3,2.5,2320,2320,0,3980,2,0,3,2003,0,580500
2426039314,20141201T000000,98133,47.7274,-122.357,2,1.5,1190,1190,0,1265,3,0,3,2005,0,280000
461000390,20140624T000000,98117,47.6823,-122.368,4,1.75,2330,1510,820,5000,1.5,0,4,1929,0,687500
7589200193,20141110T000000,98117,47.6889,-122.375,3,1,1090,1090,0,3000,1.5,0,4,1929,0,535000
7955080270,20141203T000000,98058,47.4276,-122.157,4,2.75,2060,1280,780,6659,1,0,3,1981,0,322500
9547205180,20140613T000000,98115,47.6827,-122.31,3,2.5,2300,1510,790,3060,1.5,0,3,1930,2002,696000
9435300030,20140528T000000,98052,47.6621,-122.132,4,1,1660,930,730,34848,1,0,1,1933,0,550000
2768000400,20141230T000000,98107,47.6702,-122.362,4,2,2360,2360,0,6000,2,0,4,1904,0,640000
7895500070,20150213T000000,98001,47.3341,-122.282,4,1,1220,890,330,8075,1,0,2,1969,0,240000
2078500320,20140620T000000,98056,47.5301,-122.18,4,2.5,2620,2620,0,7553,2,0,3,1996,0,605000
5547700270,20140715T000000,98074,47.6145,-122.027,4,2.5,2570,2570,0,5520,2,0,3,2000,0,625000
7766200013,20140811T000000,98166,47.445,-122.347,4,2.25,4220,2600,1620,24186,1,0,3,1984,0,775000
7203220400,20140707T000000,98053,47.6848,-122.016,5,2.75,3595,3595,0,5639,2,0,3,2014,0,861990
9270200160,20141028T000000,98119,47.6413,-122.364,3,1,1570,1570,0,2280,2,0,3,1922,0,685000
1432701230,20140729T000000,98058,47.4485,-122.175,3,1,1280,920,360,9656,1,0,4,1959,0,309000
8035350320,20140718T000000,98019,47.7443,-121.977,3,2.5,3160,3160,0,13603,2,0,3,2003,0,488000
8945200830,20150325T000000,98023,47.3066,-122.371,3,1,990,990,0,8528,1,0,3,1966,0,210490
4178300310,20140716T000000,98007,47.6194,-122.151,4,2.5,2290,2290,0,13416,2,0,4,1981,0,785000
9215400105,20150428T000000,98115,47.6796,-122.301,3,1.75,1250,1250,0,5963,1,0,4,1953,0,450000
822039084,20150311T000000,98070,47.4041,-122.451,3,2.5,2753,2165,588,65005,1,1,5,1953,0,1350000
5245600105,20140916T000000,98148,47.4258,-122.322,3,1,1190,1190,0,9199,1,0,3,1955,0,228000
7231300125,20150217T000000,98056,47.4934,-122.189,5,2.5,3150,1640,1510,9134,1,0,4,1966,0,345000
7518505990,20141231T000000,98117,47.6808,-122.384,3,1.75,1410,1000,410,4080,1,0,4,1950,0,6e+05
3626039271,20150205T000000,98117,47.6989,-122.369,2,1.75,1980,990,990,8550,1,0,3,1981,0,585000
4217401195,20150303T000000,98105,47.6571,-122.281,5,2.25,2730,2130,600,6000,1.5,0,3,1927,0,920000
9822700295,20140512T000000,98105,47.6597,-122.29,4,2.5,2830,2830,0,5000,2,0,3,1995,0,885000
9478500640,20140819T000000,98042,47.3663,-122.114,4,2.5,2250,2250,0,4495,2,0,3,2008,0,292500
2799800710,20150407T000000,98042,47.3663,-122.122,3,2.5,2420,2420,0,4750,2,0,3,2003,0,301000
7922800400,20140827T000000,98008,47.588,-122.116,5,3.25,3250,3250,0,14342,2,0,4,1968,0,951000
8079040320,20150223T000000,98059,47.5059,-122.149,4,3,1850,1850,0,9976,2,0,3,1991,0,430000
1516000055,20141210T000000,98166,47.4336,-122.339,3,2.25,2150,1590,560,21235,1,0,4,1959,0,650000
9558200045,20140828T000000,98148,47.4366,-122.335,3,1.75,1260,1260,0,8400,1,0,3,1954,0,289000
5072410070,20141021T000000,98166,47.4428,-122.344,3,1.75,2519,2519,0,8690,2,0,5,1973,0,505000
9528102996,20141207T000000,98115,47.6765,-122.32,3,1.75,1540,1540,0,1044,3,0,3,2014,0,549000
1189001180,20140603T000000,98122,47.6113,-122.297,3,2.25,1660,1110,550,6000,1,0,3,1979,0,425000
3253500160,20141120T000000,98144,47.5747,-122.304,3,2.75,2770,1770,1000,3809,1.5,0,5,1925,0,317625
3394100030,20140909T000000,98004,47.5815,-122.192,4,2.5,2720,2720,0,11049,2,0,3,1989,0,975000
3717000160,20141009T000000,98001,47.3378,-122.257,4,2.5,2240,2240,0,4648,2,0,3,2005,0,287000
1274500060,20140825T000000,98042,47.3621,-122.11,3,1,1000,1000,0,12070,1,0,4,1968,0,204000
1802000060,20140612T000000,98004,47.6303,-122.215,5,2.25,3200,1600,1600,20158,1,0,3,1965,0,1325000
1525059190,20140912T000000,98005,47.6525,-122.16,5,3.25,4770,3070,1700,50094,1,0,4,1973,0,1040000
1049000060,20150105T000000,98034,47.7362,-122.179,3,2,1260,1260,0,5612,1,0,4,1972,0,325000
8820901275,20140610T000000,98125,47.7168,-122.287,4,2,2750,2250,500,7807,1.5,0,5,1916,0,571000
5416510140,20140710T000000,98038,47.3608,-122.036,4,2.5,2380,2380,0,5000,2,0,3,2005,0,360000
3444100400,20150316T000000,98042,47.3511,-122.073,3,1.75,1790,1090,700,50529,1,0,5,1965,0,349000
3276920270,20141105T000000,98075,47.5822,-121.987,4,4,3430,2390,1040,35102,2,0,4,1986,0,832500
4036801170,20141013T000000,98008,47.6034,-122.125,4,1.75,1760,880,880,7300,1,0,3,1956,0,380000
2391600320,20150420T000000,98116,47.5636,-122.394,3,1,1040,1040,0,5060,1,0,3,1941,0,480000
6300000287,20140609T000000,98133,47.7073,-122.34,3,1,1410,910,500,5060,1,0,4,1956,0,410000
1531000030,20150323T000000,98010,47.342,-122.025,4,2.5,3450,3450,0,39683,2,0,3,2002,0,720000
5104520400,20141202T000000,98038,47.3512,-122.008,3,2.5,2350,2350,0,5100,2,0,3,2003,0,390000
7437100340,20141222T000000,98038,47.349,-122.031,4,2.5,1900,1900,0,5889,2,0,3,1992,0,360000
9418400240,20141028T000000,98118,47.5474,-122.291,2,1,2020,1010,1010,6720,1,0,3,1948,0,355000
1523059105,20150128T000000,98059,47.4811,-122.149,3,1.5,1680,1680,0,8712,1,0,3,1964,0,356000
1133000671,20140602T000000,98125,47.7264,-122.31,3,1,960,960,0,6634,1,0,3,1952,0,315000
4232902595,20141114T000000,98119,47.6337,-122.365,3,1.5,2140,1900,240,3600,2,0,3,1925,0,940000
2599001200,20141103T000000,98092,47.2909,-122.189,5,2.25,2660,2660,0,8400,1.5,0,5,1961,0,305000
3342103156,20140618T000000,98056,47.5228,-122.199,3,3.25,2770,1980,790,6278,2,0,3,2006,0,461000
1332700270,20140519T000000,98056,47.518,-122.194,2,2.25,1610,1610,0,2040,2,0,4,1979,0,215000
3869900162,20140904T000000,98136,47.5394,-122.387,2,1.75,1030,765,265,1066,2,0,3,2006,0,335000
2791500270,20140522T000000,98023,47.2897,-122.372,4,2.5,1980,1980,0,7403,2,0,3,1988,0,243500
5036300431,20150311T000000,98199,47.6506,-122.391,5,2.75,3520,3520,0,6353,2,0,4,2001,0,1099880
4168000060,20150226T000000,98023,47.322,-122.351,3,1,1200,1200,0,10500,1,0,3,1962,0,153000
6021501535,20140725T000000,98117,47.687,-122.386,3,1.5,1580,1290,290,5000,1,0,3,1939,0,430000
6021501535,20141223T000000,98117,47.687,-122.386,3,1.5,1580,1290,290,5000,1,0,3,1939,0,7e+05
1483300570,20140908T000000,98040,47.5873,-122.249,4,2.5,3300,2390,910,10250,1,0,3,1946,1991,905000
3422049190,20150330T000000,98032,47.3576,-122.277,3,1.75,1960,1960,0,15681,1,0,3,1967,0,247500
1099611230,20140912T000000,98023,47.3036,-122.378,4,1.5,1160,1160,0,6400,1,0,4,1975,0,199000
722079104,20140711T000000,98038,47.4109,-121.958,3,1.75,1810,1210,600,41800,1,0,5,1980,0,314000
7338200240,20140516T000000,98045,47.4838,-121.714,3,2.5,2320,2320,0,36847,2,0,3,1992,0,437500
1952200240,20140611T000000,98102,47.6415,-122.315,3,2.5,2070,1270,800,13241,1.5,0,5,1910,0,850830
5200100125,20141027T000000,98117,47.6775,-122.372,3,2,1980,1440,540,3478,1.5,0,4,1929,0,555000
7214720075,20141212T000000,98077,47.7731,-122.08,3,2.25,2190,2190,0,107593,2,0,4,1983,0,699950
2450000295,20141007T000000,98004,47.5814,-122.196,3,2.5,2920,2920,0,8113,2,0,3,1950,2010,1088000
6197800045,20140924T000000,98058,47.4375,-122.184,3,1,1210,1210,0,33919,1,0,3,1954,0,290000
1328310370,20150402T000000,98058,47.4431,-122.133,3,2.5,2340,1460,880,10005,1,0,4,1978,0,375000
546000875,20140523T000000,98117,47.6878,-122.38,3,1,1670,1170,500,4005,1.5,0,4,1939,0,460000
3530510041,20140723T000000,98198,47.3813,-122.322,2,1.75,1240,1240,0,2493,1,0,4,1985,0,188500
1853000400,20150305T000000,98077,47.7304,-122.082,4,2.5,3140,3140,0,28037,2,0,4,1991,0,680000
3134100116,20140827T000000,98052,47.6417,-122.109,5,1.75,2030,2030,0,12342,2,0,4,1942,0,470000
9545230140,20140725T000000,98027,47.5386,-122.053,4,2.5,2310,2310,0,9624,2,0,3,1984,0,597750
3362400511,20150304T000000,98103,47.6823,-122.349,3,1.75,1260,700,560,3328,1,0,5,1905,0,570000
2525310310,20140916T000000,98038,47.3624,-122.031,3,1.75,1540,1160,380,12600,1,0,4,1980,0,272500
6126500060,20141124T000000,98108,47.5474,-122.295,3,1.75,2080,1080,1000,5969,1,0,3,1971,0,329950
8961960160,20141028T000000,98001,47.3183,-122.253,4,2.5,3230,2520,710,16171,2,0,3,2001,0,480000
3626039325,20141121T000000,98117,47.6981,-122.368,3,3.5,4380,2780,1600,6350,2,0,3,1900,1999,740500
3362400431,20140626T000000,98103,47.6824,-122.347,3,3.5,1590,1590,0,1102,3,0,3,2010,0,518500
4060000240,20140623T000000,98178,47.5009,-122.248,2,1,880,880,0,6780,1,0,4,1945,0,205425
3454800060,20150108T000000,98168,47.4965,-122.303,4,2,1570,1570,0,9600,1,0,3,1950,0,171800
1695900060,20150511T000000,98144,47.587,-122.294,4,1,1610,1610,0,2982,1.5,0,4,1925,0,535000
7278700070,20150102T000000,98177,47.7728,-122.386,3,2.5,2400,1560,840,6474,1,0,3,1964,0,660000
6675500070,20141119T000000,98034,47.7288,-122.226,3,2,1450,1450,0,9132,1,0,3,1987,0,391500
3626039187,20150406T000000,98117,47.6999,-122.364,2,1,770,770,0,6000,1,0,3,1953,0,395000
3524049083,20141104T000000,98118,47.5299,-122.266,4,1.75,2100,1720,380,4400,1.5,0,5,1924,0,445000
3275860240,20140618T000000,98052,47.6897,-122.098,3,2.25,2910,2910,0,10204,2,0,3,1990,0,770000
4389200955,20150302T000000,98004,47.6141,-122.212,4,2.75,2750,1980,770,17789,1.5,0,3,1914,1992,1450000
4058801670,20140717T000000,98178,47.5091,-122.244,3,2.25,2100,1620,480,8201,1,0,3,1967,0,445000
8732020310,20140717T000000,98023,47.3129,-122.39,4,2.25,2160,1360,800,8811,1,0,3,1978,0,260000
2331300505,20140613T000000,98103,47.6763,-122.352,5,3.5,2320,1720,600,4960,2,0,5,1926,0,822500
7853210060,20150406T000000,98065,47.5319,-121.85,4,2.5,2070,2070,0,4310,2,0,3,2004,0,430000
3668000070,20150105T000000,98092,47.2761,-122.152,3,1.75,1060,1060,0,7875,1,0,4,1986,0,212000
9545240070,20150428T000000,98027,47.5343,-122.054,4,2.25,2010,1440,570,9603,1,0,3,1986,0,660500
1243100136,20140612T000000,98052,47.697,-122.072,3,3.5,3950,2460,1490,111078,1.5,0,3,1989,0,784000
8929000270,20140512T000000,98029,47.5517,-121.998,3,2.5,2010,1390,620,2287,2,0,3,2014,0,453246
2767602356,20150126T000000,98107,47.6734,-122.38,4,3.5,2140,2140,0,2278,3,0,3,2005,0,675000
921049315,20140813T000000,98003,47.3257,-122.296,3,1.75,1320,1320,0,17390,1,0,4,1956,0,199000
3655000070,20140805T000000,98003,47.3309,-122.299,4,1.75,2020,1010,1010,7840,1,0,3,1968,0,220000
4027700812,20140529T000000,98028,47.7689,-122.266,4,2.25,2590,1340,1250,10002,1,0,4,1968,0,452000
3992700335,20140707T000000,98125,47.7135,-122.287,2,1,1190,1190,0,4440,1,0,3,1981,0,382500
2767603505,20140507T000000,98107,47.6722,-122.381,3,2.25,1170,1170,0,1249,3,0,3,2014,0,519950
4232901525,20140627T000000,98119,47.6338,-122.358,2,1,1110,1110,0,3200,1,0,3,1925,0,665000
1777500060,20140708T000000,98006,47.5707,-122.128,5,2.5,2820,1550,1270,9375,1,0,4,1968,0,527700
1432900240,20150508T000000,98058,47.4563,-122.171,3,1,1610,1010,600,8579,1,0,4,1962,0,205000
6140100875,20150415T000000,98133,47.7144,-122.351,3,1,1060,940,120,8097,1,0,4,1923,0,420000
6071600370,20150227T000000,98006,47.5495,-122.174,4,2.25,2030,1380,650,8517,1,0,4,1961,0,5e+05
1526069017,20141203T000000,98077,47.7421,-122.026,4,2.5,3670,3670,0,315374,2,0,4,1994,0,921500
809001525,20140625T000000,98109,47.6354,-122.353,4,1,2550,2370,180,4000,2,0,3,1905,0,890000
3224079105,20140806T000000,98027,47.5262,-121.943,2,2.5,2420,2420,0,60984,2,0,3,2007,0,430000
8075400570,20141030T000000,98032,47.3887,-122.286,5,2,2260,1130,1130,12500,1,0,4,1960,0,258000
1994200024,20141104T000000,98103,47.6873,-122.336,3,1,1430,980,450,3455,1,0,3,1947,0,511000
3362900810,20140820T000000,98103,47.6838,-122.353,3,2,1360,1360,0,3090,2,0,3,1990,0,532170
1324300398,20150409T000000,98107,47.655,-122.359,3,1,1110,1110,0,5000,1.5,0,3,1947,0,560000
537000445,20150331T000000,98003,47.3255,-122.304,3,1,1250,1250,0,8200,1,0,4,1954,0,282950
7855801670,20150401T000000,98006,47.562,-122.162,4,3.25,5180,3540,1640,19850,2,0,3,2006,0,2250000
7920100045,20140516T000000,98115,47.679,-122.3,1,1,700,700,0,5100,1,0,3,1942,0,350000
8960000030,20140728T000000,98058,47.4479,-122.176,3,1,1180,1180,0,7669,1,0,4,1967,0,215000
6388930390,20141120T000000,98056,47.525,-122.172,5,3.5,3960,2500,1460,25245,2,0,3,1996,0,650000
8731900200,20140807T000000,98023,47.3135,-122.369,4,2.75,2640,1620,1020,7500,1,0,3,1967,0,320000
8029200135,20141113T000000,98022,47.2086,-121.996,3,2,1270,1270,0,7198,1.5,0,3,1916,2013,247000
1081200350,20141003T000000,98059,47.4715,-122.118,4,1.75,1760,1760,0,11180,1,0,4,1968,0,320000
84000105,20140507T000000,98146,47.4877,-122.335,5,2.25,2060,1030,1030,8632,1,0,3,1962,0,255000
3756500060,20150309T000000,98034,47.7171,-122.193,3,1.75,1780,1780,0,9660,1,0,3,1962,0,438000
7215720160,20150304T000000,98075,47.6012,-122.023,3,2.5,3400,3400,0,16603,2,0,3,2000,0,9e+05
3574800520,20140620T000000,98034,47.7319,-122.224,3,2.75,1910,1160,750,7280,1,0,3,1979,0,441000
2617300160,20140812T000000,98027,47.4582,-122.023,3,2,2020,1010,1010,38332,1,0,4,1975,0,420000
2558660270,20141208T000000,98034,47.7209,-122.168,3,1.75,1580,1180,400,7000,1,0,3,1976,0,370000
2009000370,20150219T000000,98198,47.408,-122.327,2,1.75,1340,700,640,7250,1,0,5,1949,0,269950
1836980160,20150324T000000,98006,47.565,-122.125,4,2.5,2680,2680,0,4499,2,0,3,1999,0,807100
3261020370,20140605T000000,98034,47.7028,-122.231,3,2.5,2680,1610,1070,9750,1,0,4,1979,0,653000
1755700060,20140611T000000,98133,47.7458,-122.331,3,2,1370,1370,0,8336,1,0,5,1964,0,371500
4330600435,20150316T000000,98166,47.4776,-122.337,3,1.75,1560,1560,0,21000,1,0,3,1954,0,284000
9542800700,20150102T000000,98023,47.3026,-122.374,3,1.75,2160,1670,490,7140,1,0,4,1978,0,272000
1999700045,20140502T000000,98133,47.7658,-122.339,3,1.5,1340,1340,0,7912,1.5,0,3,1955,0,313000
1762600070,20150116T000000,98033,47.6477,-122.182,4,2.5,3880,2570,1310,35003,2,0,3,1984,0,917500
1687900520,20140929T000000,98006,47.5619,-122.125,4,2.25,2590,2590,0,8190,2,0,4,1980,0,673000
7234600798,20150210T000000,98122,47.6106,-122.31,3,2.5,1120,820,300,1100,2,0,3,2008,0,425000
3881900445,20140709T000000,98144,47.5868,-122.308,5,2.75,1970,1320,650,5400,1,0,3,1986,0,399950
2254502445,20140530T000000,98122,47.6101,-122.307,3,1,1220,1220,0,4800,1,0,3,1901,0,385000
5437810320,20141117T000000,98022,47.1976,-121.999,3,1.5,1950,1320,630,7560,1,0,4,1975,0,269950
9158100075,20150107T000000,98177,47.7224,-122.358,2,1,1350,1060,290,8220,1,0,3,1949,0,330000
3830630310,20140725T000000,98030,47.3505,-122.179,3,2.5,1670,1670,0,5797,2,0,3,1988,0,260000
8123100045,20150414T000000,98126,47.5384,-122.376,4,3,2380,1680,700,5125,1.5,0,4,1925,0,470000
3127200041,20140613T000000,98034,47.7044,-122.2,4,3,2440,2440,0,9600,2,0,5,1961,0,589000
6661200320,20140723T000000,98038,47.3848,-122.039,2,1.5,1050,1050,0,3419,2,0,3,1996,0,163500
11510310,20140905T000000,98052,47.6993,-122.102,4,2.75,3130,2140,990,13412,2,0,3,1993,0,835000
825059270,20141121T000000,98033,47.6627,-122.188,5,3,4090,2090,2000,12850,1,0,4,1986,0,1095000
8731951370,20150415T000000,98023,47.3099,-122.379,4,1.75,1490,1100,390,10000,1,0,4,1969,0,269000
1954440060,20140505T000000,98074,47.62,-122.043,3,2.5,1900,1900,0,8744,2,0,3,1987,0,560000
2264500350,20150418T000000,98103,47.65,-122.34,4,1,1330,1330,0,2400,1.5,0,4,1901,0,615000
1115810060,20141205T000000,98052,47.6647,-122.153,3,2.25,2230,1430,800,10026,1,0,3,1975,0,585188
9477200200,20140818T000000,98034,47.726,-122.191,3,1.75,1650,1220,430,9480,1,0,3,1977,0,305000
1432600560,20141105T000000,98058,47.4616,-122.184,3,1,1190,1190,0,8820,1,0,3,1959,0,166950
2287000060,20140912T000000,98040,47.5505,-122.219,3,2.5,2140,2140,0,9897,1,0,4,1959,0,799000
3663500060,20140625T000000,98133,47.7606,-122.336,3,2.5,2180,1420,760,7508,1,0,4,1962,0,4e+05
3996900125,20141201T000000,98155,47.7481,-122.3,3,1,1060,1060,0,10228,1,0,3,1948,0,230000
7796450200,20140515T000000,98023,47.2779,-122.347,3,2.5,1690,1690,0,5025,2,0,3,2003,0,256883
7549802535,20141111T000000,98108,47.5511,-122.312,4,2,1970,1130,840,6480,1.5,0,5,1920,0,423000
3278600320,20140723T000000,98126,47.5488,-122.372,3,2.5,2150,2150,0,4084,2,0,3,2007,0,465000
2824079053,20150113T000000,98024,47.5385,-121.911,3,2.5,1910,1910,0,66211,2,0,3,1997,0,440000
1222069094,20141014T000000,98038,47.4058,-121.994,3,1.75,1350,1350,0,155073,1,0,4,1969,0,385000
3542300060,20150311T000000,98056,47.5093,-122.184,3,1,860,860,0,11725,1,0,4,1943,0,210000
2222059065,20141112T000000,98042,47.3777,-122.165,3,2.5,1940,1940,0,14952,2,0,3,1994,0,297000
7551300060,20140716T000000,98107,47.675,-122.394,3,1,1010,1010,0,5000,1,0,3,1952,0,470000
100600550,20140804T000000,98023,47.3025,-122.37,3,1.5,1300,900,400,7370,1,0,4,1976,0,226500
3211100860,20150303T000000,98059,47.4787,-122.158,3,1,910,910,0,8450,1,0,4,1962,0,274250
3456000310,20140804T000000,98040,47.5378,-122.219,4,1.75,2480,1630,850,11010,1,0,4,1966,0,840000
9526600140,20140919T000000,98052,47.7073,-122.114,3,2.5,2440,2440,0,4587,2,0,3,2010,0,677900
7465900060,20150205T000000,98116,47.5733,-122.381,3,1,1010,1010,0,5864,1,0,3,1915,0,425000
1222000055,20141123T000000,98166,47.4604,-122.339,2,0.75,900,900,0,9600,1,0,3,1941,0,180250
6300000550,20140717T000000,98133,47.7067,-122.343,6,3,2300,1600,700,3404,2,0,3,1920,1994,464000
2310030510,20150422T000000,98038,47.354,-122.047,4,2.25,1550,1550,0,7579,2,0,3,1993,0,320000
1025049114,20140717T000000,98105,47.6647,-122.284,3,2.25,1270,1060,210,1566,2,0,3,2014,0,625504
8677300550,20140515T000000,98074,47.6143,-122.017,4,2.5,2240,2240,0,12032,1,0,3,1983,0,592500
4014400292,20150114T000000,98001,47.3185,-122.275,3,2.5,2714,2714,0,17936,2,0,3,2005,0,465000
1102000196,20140527T000000,98118,47.5458,-122.268,4,2.75,1720,1720,0,6270,2,0,3,1978,0,477000
257000138,20150115T000000,98168,47.4889,-122.299,2,1,850,850,0,16400,1,0,3,1923,0,280000
46100204,20150221T000000,98040,47.5673,-122.21,5,3,3300,1870,1430,33474,1,0,3,1957,1991,1505000
1909600046,20140703T000000,98146,47.5133,-122.379,3,2.5,2250,2250,0,5692,2,0,3,2000,0,445838
1250202145,20140828T000000,98144,47.5884,-122.291,2,2.25,3900,1950,1950,14864,1,0,3,1947,0,1072000
7611200125,20141023T000000,98177,47.7145,-122.367,2,1.5,1320,1320,0,10800,1,0,4,1947,0,467000
5611500140,20140822T000000,98075,47.5836,-122.026,4,2.5,2760,2760,0,6440,2,0,3,1999,0,686000
7138000260,20140605T000000,98198,47.398,-122.299,3,2,1750,1350,400,9750,1,0,3,1961,0,279950
626059335,20140904T000000,98011,47.7663,-122.215,4,2.25,2330,2330,0,19436,2,0,3,1987,0,527000
1922059282,20140918T000000,98030,47.3758,-122.217,3,2.25,2220,1780,440,16020,1,0,4,1966,0,325000
705700390,20140903T000000,98038,47.3828,-122.023,3,2.25,2020,2020,0,8379,2,0,3,1994,0,328000
7454001200,20140604T000000,98146,47.5123,-122.373,3,2.25,1250,1250,0,7500,1,0,5,1942,0,390000
8682281200,20150309T000000,98053,47.7076,-122.013,2,2,1510,1510,0,6516,1,0,3,2005,0,479950
7972000200,20140529T000000,98023,47.2922,-122.371,4,2.25,1720,1120,600,9753,1,0,4,1978,0,264950
722059070,20150115T000000,98031,47.4075,-122.214,3,1,1430,980,450,15246,1,0,4,1961,0,235000
7202340400,20150303T000000,98053,47.6794,-122.034,3,2.5,1480,1480,0,4729,2,0,3,2004,0,516500
8096000060,20150413T000000,98166,47.4497,-122.375,2,1.75,1450,1230,220,15798,2,1,3,1915,1978,655000
2424000060,20140616T000000,98059,47.5218,-122.164,4,2.75,2280,2280,0,15347,1,0,5,1960,0,5e+05
9264902050,20141121T000000,98023,47.3103,-122.339,6,2.75,2940,1780,1160,7350,1,0,3,1978,0,315000
943100260,20141120T000000,98024,47.5687,-121.899,2,1,1000,1000,0,10200,1,0,3,1961,0,213000
3677400445,20140902T000000,98108,47.5575,-122.303,3,1.5,2480,1620,860,5280,1.5,0,5,1947,0,475000
1762600320,20140610T000000,98033,47.6489,-122.183,5,4,3760,3760,0,28040,2,0,3,1983,0,1025000
4058000060,20150409T000000,98010,47.3459,-121.95,3,2,2220,1640,580,94300,1,0,5,1976,0,416000
7228500560,20150320T000000,98122,47.6136,-122.303,4,1,1970,1670,300,4740,1.5,0,3,1904,2005,410000
326069104,20140701T000000,98077,47.7641,-122.023,3,3.5,3830,3530,300,221284,2,0,3,1993,0,8e+05
5152100060,20140529T000000,98003,47.3376,-122.324,6,2.5,4410,2350,2060,14034,1,0,4,1965,0,472000
3584000310,20141208T000000,98003,47.3173,-122.319,3,1.75,1430,1430,0,8505,1,0,4,1968,0,225000
8150100045,20141001T000000,98126,47.5308,-122.376,2,1,830,830,0,6000,1,0,3,1940,0,210000
1868901275,20150127T000000,98115,47.6727,-122.299,2,1,1430,1430,0,5000,1.5,0,2,1925,0,455000
6131600075,20150427T000000,98002,47.3221,-122.216,3,1,1300,1300,0,8316,1,0,4,1954,0,225000
9468200125,20140826T000000,98103,47.6779,-122.353,2,1,1030,790,240,3060,1,0,4,1918,0,480000
8029510030,20150212T000000,98023,47.3076,-122.395,3,2.5,2740,2740,0,11872,2,0,3,1990,0,363000
2025069065,20140929T000000,98074,47.6338,-122.072,4,2.5,3650,1830,1820,8354,1,1,3,2000,0,2400000
7899800890,20150226T000000,98106,47.5218,-122.357,2,1.5,720,720,0,5120,1,0,3,1954,0,181000
3021059276,20150314T000000,98002,47.2785,-122.213,4,2,2010,2010,0,7312,1,0,4,1976,0,250000
